Sex,Age,2014 - 2015,2015 - 2016,2016 - 2017,2017 - 2018,2018 - 2019,2019 - 2020,2020 - 2021,2021 - 2022,2022 - 2023,2023 - 2024,2024 - 2025,2025 - 2026,2026 - 2027,2027 - 2028,2028 - 2029,2029 - 2030,2030 - 2031,2031 - 2032,2032 - 2033,2033 - 2034,2034 - 2035,2035 - 2036,2036 - 2037,2037 - 2038,2038 - 2039,2039 - 2040,2040 - 2041,2041 - 2042,2042 - 2043,2043 - 2044,2044 - 2045,2045 - 2046,2046 - 2047,2047 - 2048,2048 - 2049,2049 - 2050,2050 - 2051,2051 - 2052,2052 - 2053,2053 - 2054,2054 - 2055,2055 - 2056,2056 - 2057,2057 - 2058,2058 - 2059,2059 - 2060,2060 - 2061,2061 - 2062,2062 - 2063,2063 - 2064,2064 - 2065,2065 - 2066,2066 - 2067,2067 - 2068,2068 - 2069,2069 - 2070,2070 - 2071,2071 - 2072,2072 - 2073,2073 - 2074,2074 - 2075,2075 - 2076,2076 - 2077,2077 - 2078,2078 - 2079,2079 - 2080,2080 - 2081,2081 - 2082,2082 - 2083,2083 - 2084,2084 - 2085,2085 - 2086,2086 - 2087,2087 - 2088,2088 - 2089,2089 - 2090,2090 - 2091,2091 - 2092,2092 - 2093,2093 - 2094,2094 - 2095,2095 - 2096,2096 - 2097,2097 - 2098,2098 - 2099,2099 - 2100,2100 - 2101,2101 - 2102,2102 - 2103,2103 - 2104,2104 - 2105,2105 - 2106,2106 - 2107,2107 - 2108,2108 - 2109,2109 - 2110,2110 - 2111,2111 - 2112,2112 - 2113,2113 - 2114
2,1,22.51088452,20.12800891,19.68503937,19.23449316,19.07523763,18.67659682,18.31606662,17.98267331,17.67045361,17.36720694,17.09047269,16.8488395,16.37846861,16.17699656,15.97073553,15.75133219,15.52599395,15.29163051,14.79095661,14.78846755,14.51717037,14.23254194,13.93338071,13.87387637,13.80149684,13.46930682,13.38314839,13.29481121,12.96352236,12.63919829,12.56568288,12.50070617,12.44601243,12.16212832,12.12644314,11.86120023,11.83977002,11.82277658,11.57334965,11.56286245,11.31812539,11.30988496,11.06649196,11.05888858,10.81575479,10.80780088,10.5649551,10.55613223,10.5454456,10.29845628,10.28336514,10.03211443,10.01148993,9.987701191,9.729417938,9.700743608,9.439663856,9.17855385,9.146693527,9.114389,8.855274167,8.598403638,8.569801598,8.542694928,8.293165647,8.270512828,8.249877645,8.231267471,7.992620147,7.978166418,7.965174487,7.732644907,7.722254766,7.712487288,7.483209549,7.474244085,7.465201731,7.236516779,7.227023813,7.216813864,6.987441166,6.976001465,6.963704952,6.950651461,6.719942078,6.705754727,6.690890568,6.675473986,6.444828508,6.429248796,6.413538552,6.397850322,6.169523617,6.154727733,6.140353663,6.126486597,5.902310438,5.889969067,5.668309427,5.657560439
2,2,14.06834253,12.97274198,12.48226803,12.01348644,11.89994218,11.80483023,11.46353704,11.14601277,11.09743548,10.80931612,10.52723923,10.51187842,10.26740325,10.28775606,10.06811077,9.844954587,9.866199161,9.630932528,9.389790506,8.887579734,8.886090476,8.622526096,8.604479897,8.576913472,8.540396073,8.246124322,8.19688419,8.144669067,8.09113065,8.038585209,7.988380537,7.701434633,7.66175277,7.628365122,7.600625151,7.578412891,7.324691772,7.31151044,7.301057947,7.292882147,7.051274518,7.045809505,7.040699939,6.801237356,6.796567031,6.791680426,6.786705546,6.547793043,6.542346506,6.535749382,6.527749931,6.28541365,6.274487932,6.261639112,6.24681875,5.99945082,5.981851981,5.962892462,5.942965814,5.694631102,5.674595969,5.428500987,5.409816111,5.391877137,5.374899221,5.358961076,5.121707355,5.108965346,5.097495135,5.087223769,5.07804738,4.628956104,4.622241787,4.616054197,4.61022724,4.60475825,4.380249455,4.374969922,4.369473981,4.363763309,4.357621262,4.350985281,4.126693845,4.119446607,4.111753122,4.1035299,4.094889363,4.08584577,3.861906795,3.852805699,3.843517587,3.834159808,3.824823102,3.815515582,3.594931569,3.58656599,3.578495348,3.570693429,3.563261516,3.556187767
2,3,10.74936847,9.826042205,9.876993443,9.063166385,8.843308282,8.762197817,8.437728921,8.376559341,8.07735073,8.042292405,7.765249008,7.742712172,7.482071087,7.486253367,7.251006077,7.273502505,7.043024073,7.05818592,7.071126696,6.827483402,6.83152572,6.830385095,6.570061493,6.556327045,6.535430201,6.507703494,6.473966562,6.435444448,6.148662359,6.10836981,6.068837611,6.031079358,5.996231968,5.965441007,5.939533176,5.681286906,5.42869585,5.416244258,5.406517204,5.39883925,5.392788435,5.153703346,5.149722325,5.146000213,5.142391656,4.905287082,4.901771991,4.898193383,4.894528733,4.890470917,4.652921162,4.414872544,4.408419152,4.400801872,4.391809506,4.381448945,4.369820182,4.127725589,4.114685427,4.100989136,4.086845466,4.072504149,4.058263131,4.044339441,3.807028446,3.79507065,3.783861386,3.773605847,3.764239065,3.755814609,3.748270559,3.521440621,3.515722421,3.510638881,3.505961778,3.501549983,3.497409185,3.493240035,3.270977597,3.266881337,3.262617903,3.258040028,3.253093963,3.247797182,3.025970391,3.020336573,2.799006568,2.793131046,2.786987342,2.780591047,2.774052368,2.7673853,2.760668124,2.75397181,2.535965807,2.529913593,2.52404415,2.518392133,2.512907444,2.50769287
2,4,9.41073536,8.214135033,8.075844415,7.822070603,7.740467292,7.517276776,7.449344458,7.136521659,7.08496646,7.045478564,6.764475979,6.742195908,6.473700591,6.464333042,6.219153001,6.231383741,6.250656319,6.017933442,6.030832632,6.04187016,5.797656738,5.548857692,5.54790617,5.541729221,5.278795831,5.262036909,5.239795498,5.212716048,5.181769056,5.148989695,5.115351169,5.082346108,5.050820879,4.78259518,4.758109603,4.737506603,4.720376686,4.706635415,4.695882885,4.687474365,4.446795265,4.441826105,4.20428136,4.201043259,4.198015738,4.195070792,3.959298412,3.956478734,3.953598705,3.950649417,3.947374532,3.943428045,3.706930106,3.701518779,3.695150115,3.687621576,3.678947453,3.669211418,3.658505912,3.419037199,3.40768911,3.395977804,3.38408712,3.372294577,3.360757111,3.34967229,3.33918061,3.329345517,3.098983755,2.8705049,2.864098525,2.858367872,2.853236118,2.848615792,2.844502015,2.840722855,2.837158041,2.615826623,2.612716964,2.60958064,2.606327294,2.602935243,2.599292992,2.595352157,2.591143472,2.586613842,2.366660212,2.361949424,2.357004804,2.351829403,2.346446414,2.340943528,2.33533252,2.329679267,2.324038587,2.318425157,2.102642601,2.097773004,2.093087996,2.088541634
2,5,8.219438458,7.600228007,7.193325586,7.074042047,7.042634348,6.945266158,6.719674561,6.659435203,6.353603446,6.307834962,6.272778025,5.995885324,5.976207225,5.95892069,5.702406291,5.457492952,5.468195607,5.235726102,5.250781054,5.261977576,5.020565491,5.027051823,5.030010299,5.029150212,4.772388467,4.762447848,4.747371143,4.727350084,4.7029994,4.675156587,4.645675548,4.615386484,4.585700098,4.317473415,4.292659195,4.033477866,4.016059513,4.001577092,3.989959385,3.980868415,3.973768453,3.734727009,3.730564633,3.727227513,3.724364443,3.721687553,3.719083664,3.716517948,3.48177696,3.479249178,3.47665254,3.473778185,3.470322381,3.466088369,3.461041935,2.994422313,2.988337438,2.981319739,2.973457319,2.964804351,2.955475758,2.945691643,2.935594192,2.925335317,2.915160967,2.681741031,2.672912372,2.664561663,2.656745199,2.649571045,2.643023354,2.637127904,2.631870415,2.627157142,2.622919287,2.400873918,2.397697339,2.394695966,2.391873718,2.38903217,2.386171485,2.383204045,2.380110069,2.376792993,2.157448429,2.153958491,2.150207011,2.146219809,2.141958285,2.137485185,2.132807809,2.127938017,2.122959703,2.117883514,2.112769048,2.107661455,1.892324626,1.887827394,1.883469728,1.879269465
2,6,7.652895282,6.910911946,6.819051419,6.678184474,6.325303037,6.271983301,6.157904055,6.187193541,5.87638638,5.577357955,5.537279736,5.256281256,5.233618773,5.216510006,5.201457399,4.946625906,4.94934347,4.959013751,4.725545303,4.73911189,4.749180766,4.757838539,4.513235062,4.515884624,4.515114345,4.259541373,4.250680109,4.237267013,3.971238307,3.950822141,3.927488739,3.902791228,3.877406112,3.85252533,3.828731278,3.806786549,3.787385639,3.771067896,3.757500323,3.746607564,3.504460009,3.498224068,3.493278931,3.489394567,3.486280325,3.483608461,3.249036313,3.014870268,3.012781145,3.01065308,3.008479283,3.006239102,3.00375238,3.000770967,2.766576983,2.762551769,2.757815534,2.752224141,2.745769227,2.738544327,2.73059288,2.722020465,2.713029323,2.703750101,2.694328439,2.46123554,2.452849542,2.444792148,2.437170843,2.430037025,2.423484001,2.417513346,2.412137878,2.407339321,2.40303219,2.399164218,2.177909033,2.175033659,2.172316863,2.169766902,2.16719474,2.164605241,2.161919092,2.159118389,2.156115714,2.15285253,1.934435532,1.931073548,1.927500289,1.923681156,1.919672376,1.915480488,1.911116113,1.906654436,1.902104996,1.686685515,1.682616469,1.678567007,1.674586063,1.4618906
2,7,7.134646637,6.609956629,6.379186501,6.295889162,6.167030316,5.824549993,5.756180699,5.374974885,5.400477557,5.352302573,5.058021833,5.021763066,4.993988486,4.972508245,4.708465449,4.694922688,4.688145777,4.690726803,4.452497418,4.466152149,4.478943367,4.239079073,3.996977286,4.002106108,4.004449945,4.003758528,3.999315117,3.991025182,3.978451711,3.714144577,3.695086397,3.673314959,3.650278942,3.62659162,3.6033742,3.581170207,3.560691391,3.542586017,3.292200424,3.280382493,3.270894298,3.030363072,3.024975829,3.020709286,3.017364935,3.014678003,3.012372742,3.010203432,3.008120769,2.774807064,2.772851473,2.77085385,2.768795216,2.766510013,2.763763832,2.760413372,2.756399728,2.522383285,2.517280559,2.511389723,2.504796115,2.497539356,2.489715776,2.481509931,2.473041042,2.46443098,2.455908078,2.447558282,2.439524736,2.210851078,2.204403296,2.19846657,2.19306181,2.188195778,2.183851944,2.179957687,2.176451448,2.173310658,2.170447405,2.167742047,1.948682528,1.946377305,1.944056533,1.941649129,1.939139044,1.936447931,1.93352332,1.930400483,1.927052498,1.923498202,1.706391824,1.702843216,1.486740926,1.483360405,1.479904483,1.476380548,1.47282687,1.469281007,1.465752177,1.462283021
2,8,7.003782042,6.321312304,6.084328797,6.107693913,5.777667807,5.660597931,5.569600635,5.243890867,5.107291425,5.131468216,5.085797402,5.046579933,4.759960217,4.733668842,4.713365368,4.697993215,4.19140417,4.185377767,4.187676899,4.195790388,3.961062753,3.972372152,3.980762963,3.987986192,3.993091951,3.745720514,3.745075226,3.740918919,3.733191306,3.721465662,3.705872325,3.686898728,3.665205471,3.642270737,3.618695629,3.11616089,3.097000436,3.079328233,3.063703829,3.050547573,3.039627388,3.030854095,3.023987197,3.018622579,3.014366937,3.011036607,2.77694855,2.774829521,2.772835455,2.770921031,2.769002859,2.767055438,2.765066154,2.763016108,2.530678728,2.52817769,2.525119197,2.521455292,2.517150951,2.512069351,2.506202852,2.499636417,2.492403833,2.484612344,2.251314205,2.243646554,2.235845977,2.228134205,2.220574063,2.213305062,2.206424225,2.2000022,2.19408431,2.18870105,2.183859097,2.179527696,2.175653566,1.954945033,1.952129448,1.949562648,1.947137384,1.944856826,1.94256064,1.940248955,1.937850966,1.935350686,1.93267422,1.929760988,1.712578029,1.49590869,1.493158136,1.490205095,1.48710889,1.483871378,1.480503879,1.477061239,1.473550815,1.470010731,1.466478399,1.462963002
2,9,6.732174464,6.174297741,6.039416382,6.067339889,5.837444925,5.763204943,5.647109662,5.556736698,5.231363268,5.094801519,4.862929377,4.566059465,4.530934958,4.498594189,4.473816986,4.454673695,4.193513375,4.181476061,4.175478154,4.177766419,3.939615543,3.951641784,3.962897373,3.971238307,3.97842698,3.734529711,3.736706666,3.736064479,3.731928138,3.72422834,3.712558844,3.697049015,3.678174448,3.656583435,3.391505732,3.369604721,3.348104853,3.327557644,3.308621085,3.056744943,3.043641131,3.032770249,3.024036437,3.017200363,3.011859777,2.77626754,2.773200713,2.770735492,2.768632319,2.766653525,2.764747625,2.762837987,2.760899225,2.75891878,2.52713221,2.525043844,2.522553925,2.519509016,2.515861362,2.511576082,2.506516944,2.500676319,2.494150084,2.486949169,2.253805551,2.246413601,2.238774226,2.231002456,2.223328946,2.215796413,2.208558606,2.201712051,2.195317388,2.189424641,2.184059424,2.179242713,1.957436628,1.953964594,1.950830403,1.948026649,1.94547062,1.943059715,1.940788693,1.938502098,1.936200057,1.933807904,1.931313894,1.928648575,1.497803578,1.495390991,1.492801498,1.490062348,1.487124687,1.484041256,1.480817073,1.477463406,1.474034876,1.470538805,1.467016236,1.463498263
2,10,7.14128606,6.428998697,6.422925562,6.283956274,6.051261751,5.822718475,5.749195113,5.633844217,5.543891957,4.970351851,4.828217117,4.850973003,4.807972124,4.77108821,4.487782013,4.463123443,4.444071362,4.429646145,4.416961131,4.165594639,4.167892517,4.175908936,4.188626155,3.953438379,3.96174931,3.96890364,3.973950753,3.976251836,3.975570122,3.722980469,3.715326713,3.703694559,3.688258552,3.669473406,3.647984124,3.625254976,3.601898921,3.578978512,3.55705637,3.536859976,3.284395835,3.270347988,3.258693729,3.249330406,3.242001519,3.236275879,3.231733779,3.228171794,3.225301105,2.992647296,2.760473697,2.758576299,2.756675174,2.754745048,2.752773419,2.750728943,2.748460862,2.516949366,2.513917964,2.510286469,2.506020144,2.500977655,2.495157127,2.488659631,2.481490338,2.473761264,2.465671133,2.457298848,2.226169964,2.218529603,2.211039277,2.203832465,2.197010308,2.190642888,2.184775176,2.179432694,2.174636346,2.170336706,2.166495152,2.163027373,1.943932662,1.941383171,1.938982379,1.936720873,1.934443847,1.932155577,1.929773402,1.927289781,1.924635549,1.921738276,1.918653361,1.915337812,1.486979371,1.484050695,1.480979986,1.477769075,1.474429185,1.471014706,1.467529854,1.464021668
2,11,7.648768548,7.113984529,6.964079279,6.669547911,6.526324583,6.286232271,6.312119143,5.983463204,5.619411892,5.529916246,5.453137103,5.322229304,5.347246359,5.047592488,5.008972322,4.72470511,4.698812313,4.678806116,4.663646751,4.650337455,4.399251638,4.401693674,4.410137927,4.423533691,4.189601655,4.19839646,4.205947953,4.211292954,4.213725094,4.212994113,3.960783294,3.952681462,3.940338352,3.923958588,3.904024439,3.88122011,3.857099293,3.832312381,3.807987015,3.784720374,3.528071098,3.510295111,3.495318022,3.482884525,3.472909569,3.465095515,3.458990782,3.454139959,3.450342101,3.217462548,3.215016885,3.212722381,3.210519496,3.208312279,3.206078725,3.203789625,2.972743373,2.970291374,2.967375984,2.963817488,2.959546415,2.954528667,2.948597998,2.941752175,2.934110045,2.925671076,2.692227875,2.683450157,2.674359909,2.44301935,2.43464904,2.426448286,2.418563132,2.411093661,2.404121976,2.397692112,2.391847713,2.169632735,2.165352839,2.161528893,2.158076981,2.154984317,2.152164486,2.149509106,2.147007769,2.144489252,2.141958285,2.139323439,1.922914626,1.920272423,1.917384177,1.914313214,1.911012635,1.907517207,1.903768722,1.899838408,1.895728607,1.891453677,1.88708323,1.882622661
2,12,8.95605265,8.204382899,7.939613568,7.774009543,7.447026376,7.288563333,7.272380752,7.050694493,6.962281838,6.823310378,6.71491815,6.427656724,6.31892366,6.094618959,6.040866462,5.994769564,5.95224809,5.673059135,5.648982078,5.630727123,5.370582391,5.362858306,5.121926235,5.131726533,5.147273293,4.915997886,4.679952806,4.68835979,4.694302106,4.697017641,4.449036289,4.444093306,4.435037784,4.421224827,4.402883399,4.380585246,4.355063487,4.328067518,4.061418199,4.035694531,4.011108411,3.988419507,3.96837439,3.951503431,3.93747293,3.926223943,3.917411743,3.680504597,3.67535582,3.67132466,3.66806741,3.665286076,3.662676638,3.660171388,3.429057375,3.426675987,3.424235368,3.421696751,3.418881342,3.415526071,3.411447909,3.179448048,3.174063368,3.167707485,3.160370757,3.152180521,3.143136176,3.133393017,3.123194403,3.112639763,2.880324723,2.870479547,2.860833647,2.851558816,2.842772797,2.834578367,2.827008807,2.820134021,2.813950267,2.808412275,2.587813125,2.583690026,2.579996001,2.576627838,2.573456087,2.570468318,2.567460012,2.564436818,2.561294991,2.558002711,2.341621253,2.338107323,2.334371067,2.330355422,2.326102678,2.32154201,2.106145522,2.101599738,2.096866862,2.092032703
2,13,10.43561443,9.81450584,9.344689077,9.327989055,8.858106967,8.752944172,8.567689943,8.254911672,8.037817933,7.689235814,7.536124779,7.416676037,7.398310226,7.311508062,7.092396191,7.030000527,6.976506614,6.927126628,6.643308466,6.615182579,6.593857455,6.575118291,6.322511301,6.325987888,6.338047053,6.357201364,5.884718367,5.896950785,5.907517809,5.668529066,5.671800057,5.67082116,5.664522358,5.653008507,5.390439321,5.368118743,5.340998475,5.309956651,5.277120803,5.24336357,5.210245237,5.178578574,4.915293115,4.890636062,4.637993048,4.62156329,4.608390497,4.598071109,4.360508481,4.354422489,4.120718745,4.117071207,4.113956598,4.111034473,4.108229011,4.105408648,3.874652706,3.871899349,3.869035427,3.865859233,3.862065205,3.857464421,3.625355738,3.619221686,3.611999061,3.603660418,3.594342505,3.584036701,3.57295984,3.56135661,3.327513881,3.316038351,3.304736348,3.293648528,3.282994091,3.272901034,3.26348745,3.254791596,3.246893805,3.023810347,3.017872271,3.012553742,3.007764329,3.003473302,2.999560779,2.99587639,2.992405702,2.775417487,2.772156461,2.768767451,2.765216134,2.761427531,2.757292508,2.752895835,2.748170353,2.532153069,2.527198979,2.521999189,2.51657268,2.510917259
2,14,12.48400487,11.26532734,10.9678213,10.47996798,10.42802829,9.938011652,9.788774128,9.582389123,9.233402958,9.020838136,8.908245076,8.731294414,8.593198006,8.610975796,8.551393877,8.338576529,8.265394297,8.202650202,7.897899899,7.854938916,7.821742489,7.552943699,7.288576614,7.278143976,7.282172029,7.052803611,7.074050675,7.093898758,6.863485278,6.875755105,6.884410744,6.642360547,6.641216868,6.633857736,6.375205355,6.355445395,6.085760537,6.055086757,6.019976691,5.982850757,5.944652904,5.907190942,5.871370025,5.838297833,5.576713503,5.553100365,5.5334729,5.517736073,5.505407916,5.495763682,5.259451005,5.253684432,5.249044332,5.245082165,5.241364851,5.010065677,5.006622396,5.003161088,4.999613666,4.99592378,4.764930114,4.760264036,4.528206196,4.521725762,4.514081678,4.279828717,4.269969975,4.258962875,4.246778037,4.233681387,3.997858924,3.984398865,3.970669984,3.737331545,3.724819127,3.712803713,3.701405445,3.690781946,3.680968311,3.672047296,3.448498825,3.441748408,3.435702966,3.430252252,3.425361376,3.420908593,3.416715426,3.199467609,3.195732206,3.191991931,3.188097768,3.184017083,3.179663719,3.174912267,2.958536116,2.95346811,2.948094583,2.942338571,2.936297036,2.929992026
2,15,14.54058607,13.55176138,13.22696172,12.68908208,12.17435414,12.07093781,11.82540206,11.33538776,11.09720376,10.94312312,10.73829526,10.6047154,10.15302052,9.992957344,9.808296838,9.524812136,9.317223769,9.23575385,8.918131552,8.85532611,8.807317903,8.77022023,8.499250852,8.475191903,8.46310088,8.225832987,8.241405305,8.2661506,8.045464187,8.062053381,7.831677668,7.841522824,7.845983347,7.844656196,7.591117902,7.575757576,7.552354873,7.521223194,7.242038586,6.960178181,6.917394385,6.873373499,6.594690332,6.554828802,6.518009493,6.485489875,6.227454309,6.205527056,6.187934445,6.174152255,6.163370405,5.926858013,5.920379997,5.915167399,5.910729793,5.679378631,5.675510626,5.671622152,5.667713304,5.437158903,5.433158567,5.428697452,5.423385639,5.416983598,5.183857917,5.175121615,5.164825294,5.152964635,5.139722232,4.902233859,4.887162092,4.871373594,4.855033125,4.838344319,4.821938945,4.805833408,4.572642966,4.558646994,4.54560213,4.533551519,4.522596832,4.51274205,4.074979625,4.067843058,4.061417178,4.055643428,4.050386812,4.045428028,3.828084958,3.611197261,3.606990772,3.602603199,3.598005435,3.593100402,3.587739218,3.371331044,3.365572715,3.359467189,3.352927,3.346062312
2,16,17.32665896,15.28822397,14.89663701,14.60054623,14.39677512,13.85663292,13.70253749,13.15162176,12.87133134,12.60181106,12.39381598,11.94668791,11.79856893,11.56567981,11.38395716,10.99787374,10.74162154,10.79130371,10.69728911,10.36965346,10.29689377,10.2412547,9.955443321,9.92358837,9.654233623,9.640482313,9.404638175,9.422360954,9.20823701,9.233902028,9.00940387,9.025336804,8.792432646,8.553044762,8.551602815,8.542148179,8.281351614,8.255893858,8.221954068,8.180766057,7.894378007,7.846027651,7.796257796,7.747424568,7.700762375,7.657625254,7.619575382,7.357539639,7.102581903,7.082525126,7.066799492,6.826917169,6.81745359,6.810025265,6.804032523,6.572312434,6.5676685,6.563209364,6.558726612,6.102205156,6.097905257,6.093446386,6.088444808,5.857214624,5.850334932,5.841987714,5.832159424,5.596722559,5.583909407,5.569603333,5.553753671,5.536718409,5.298141897,5.280435108,5.262338539,5.244548947,5.227084136,5.210323387,4.977988633,4.963785944,4.950665542,4.938738174,4.928008228,4.918386855,4.696328965,4.688921996,4.682285636,4.676244466,4.670536135,4.453105617,4.447908636,4.442742568,4.437354069,4.431707389,4.425692621,4.208674499,4.20199847,4.194842022,4.187253999,4.179125685
2,17,18.92329102,17.21550041,16.55844861,16.20985615,15.65811781,15.48679678,15.22039418,14.74770298,14.45102466,14.11864367,13.82438929,13.57330944,13.13288748,13.2155356,12.95572979,12.28071833,12.16681186,11.93735871,11.99232491,11.64063622,11.55313459,11.47242468,11.41073046,11.12121154,11.08577984,11.05460977,10.79892875,10.80481463,10.34399808,10.37479552,10.16161812,9.939996363,9.714632665,9.726727588,9.732194342,9.487319832,9.476876422,9.457824167,9.187110001,9.149505325,9.103889757,9.051584504,8.996361209,8.704305338,8.650013443,8.598112598,8.550148934,8.277898242,8.014159876,7.986090512,7.963649354,7.719009878,7.478973885,7.468665553,7.460560763,7.454005399,7.222726308,7.21764353,7.212762984,6.982611046,6.977785881,6.972888958,6.743058022,6.737545647,6.730969865,6.723095851,6.489771896,6.478897783,6.466084273,6.45134021,6.212985584,6.195375595,6.176447881,6.156633553,6.13613901,5.678380875,5.659260291,5.640488293,5.622484749,5.605381166,5.589438541,5.360309268,5.347456322,5.335883174,5.325494206,5.316230665,5.09555222,5.088367991,5.081828018,5.075637574,4.858563006,4.852914492,4.847299527,4.84144275,4.835305297,4.618821277,4.611965955,4.604677934,4.596865356,4.588581523
2,18,20.73564286,18.70115298,18.36305354,17.99781071,17.42384328,17.18789183,16.48501816,15.92236709,15.98379574,15.66528155,15.28645918,14.97068663,14.43621091,14.0029701,13.83161106,13.79991316,13.35143194,13.27071166,13.31379,12.87924102,12.76842859,12.42955065,12.34345295,12.27766296,12.22665339,11.94907305,11.91575561,11.66096112,11.66726392,11.45039534,11.48420145,11.27583696,11.29868803,10.83678003,10.85015811,10.37370675,10.37198022,10.11968942,10.09954059,10.06886384,10.02799482,9.740811267,9.685310101,9.626729436,9.566397213,9.5072574,9.220127076,9.169128004,9.12411881,9.08608727,8.82811324,8.803522312,8.558934458,8.54415473,8.307932391,8.299025089,8.067669822,7.837736462,7.832281756,7.827009669,7.598232294,7.593022905,7.58775292,7.359262468,7.35329344,7.346156458,7.115293322,7.105261113,7.093448425,7.079528548,6.842761076,6.825420066,6.80620858,6.785589597,6.545794927,6.5241857,6.502042183,6.480314425,6.458967792,6.223877154,6.205113227,6.187584079,6.171401089,6.156713843,5.719811839,5.708746116,5.698901695,5.689990359,5.471570456,5.464589982,5.457982457,5.45174524,5.236013299,5.229999697,5.223727004,5.217153584,5.210140601,4.994376124,4.986541532,4.978142842
2,19,22.32715701,20.31096342,19.6391748,19.34003439,18.20799067,18.20333121,17.71800412,17.3296193,17.04208137,16.52688803,16.20295664,16.0636631,15.736958,15.42456724,15.00173609,14.82085294,14.53619571,14.54456466,14.26270718,14.08356654,13.65905296,13.5433029,13.20371288,13.11364403,13.04478274,12.75517736,12.71547131,12.68056598,12.42837562,12.43499489,12.22268318,12.0225033,12.0550419,11.60542044,11.62529997,11.40189913,11.40810475,10.93097446,10.91916848,10.6608419,10.62893787,10.58645428,10.5348299,10.24286055,10.1818266,10.11890868,10.05729228,9.998193508,9.71765687,9.670625251,9.630879736,9.59783937,9.348883643,9.328617199,9.312731502,9.078659946,9.069121081,8.840257649,8.612893502,8.606982028,8.380741497,8.375126316,8.369444919,8.14361821,7.917839222,7.911557577,7.68441217,7.675598505,7.664941325,7.433716935,7.419344632,7.402770596,7.384265217,7.147150074,7.12579072,7.103396392,7.080261197,6.842716944,6.820170227,6.798002662,6.776710564,6.54542153,6.527160885,6.510314123,6.49502345,6.272181308,6.051519297,6.041207283,6.031908798,5.815843396,5.808532111,5.80158777,5.795043789,5.581701116,5.575373369,5.568772797,5.561855559,5.348732196,5.340953093,5.33269341
2,20,23.08487621,21.38144242,20.71766497,20.0660172,19.53614508,18.95522931,18.71562675,18.25274881,17.60484664,17.31749287,17.06885148,16.73937834,16.32981196,16.00248162,15.68526797,15.50787084,15.32353884,15.03321183,14.80617577,14.77014836,14.60420218,14.42838352,14.06939311,13.96737316,13.87340867,13.801557,13.51285235,13.47136058,13.20321603,13.185044,12.96053286,12.75199685,12.78858607,12.58955487,12.38068986,12.16764203,11.71363444,11.71994946,11.48361242,11.47140693,11.21552977,10.94943226,10.90628945,10.85382667,10.56400293,10.5018755,10.4378449,10.37512856,10.31498835,10.03637629,9.988457782,9.947917127,9.91425273,9.66758875,9.646922632,9.411847108,9.399194729,9.389445826,9.163243177,9.156570821,9.150326797,8.708885894,8.703144446,8.479883108,8.474134335,8.468099151,8.244506013,8.236678798,8.227334235,7.999878921,7.986875621,7.971629617,7.739056222,7.719970921,7.698756223,7.676037118,7.439669594,7.415741288,7.391170297,7.156644207,6.923870989,6.902437188,6.882168926,6.863203868,6.638246673,6.622845506,6.608962166,6.596482838,6.173779547,6.164392006,6.155929699,6.148296922,5.936345995,5.929718522,5.923033247,5.712373818,5.705692243,5.69870151,5.691207288,5.480052609
2,21,23.91792528,21.67494328,21.26510038,20.8744143,20.24488909,19.74128789,19.18310659,18.6962647,18.50828581,18.42684268,18.13084517,17.59948305,17.26479296,17.08830194,16.75050009,16.4120455,16.23972661,15.81671222,15.74918173,15.28962599,15.03661995,14.8783869,14.70612652,14.58494081,14.48056801,14.38444995,14.08011818,14.02398792,13.7523207,13.48688572,13.24028608,13.24715072,13.04177716,12.84925302,12.88309967,12.67751401,12.46779154,12.48237443,12.2577646,12.02442809,11.78082128,11.7583317,11.72400317,11.22044044,10.93927336,10.87941976,10.81624329,10.52716456,10.46469945,10.40485973,10.34945941,10.08150679,10.04110304,10.00754917,9.763675655,9.743106752,9.726890529,9.498152178,9.488402584,9.48034767,9.258262461,9.252027377,9.03095683,9.025057427,9.019107624,8.798453189,8.577819047,8.356904088,8.349050242,8.33967719,8.114889755,8.101827175,8.086586056,7.856577123,7.837455411,7.816163827,7.793362162,7.559483687,7.53547955,7.51081244,7.486664379,7.255630369,7.233422546,7.212435062,7.192810478,6.969669638,6.953690467,6.939285335,6.518904824,6.508006882,6.498227202,6.489411106,6.278900666,6.06928698,6.062577929,6.055834797,5.847457969,5.840709747,5.833625015,5.625133095
